"cantidad_de_datos","tiempo_en_milisegundos","nodos_threadpool"
"15360","19","7"
"15515","18","7"
"15670","20","7"
"15820","16","7"
"15975","15","7"
"16125","17","7"
"16280","13","7"
"16435","16","7"
"16575","17","7"
"16730","15","7"
"16880","17","7"
"17035","19","7"
"17185","13","7"
"17340","18","7"
"17495","18","7"
"17645","18","7"
"17800","13","7"
"17950","18","7"
"18105","18","7"
"18260","13","7"
"18405","16","7"
"18560","23","7"
"18710","25","7"
"18865","21","7"
"19015","23","7"
"19170","23","7"
"19325","20","7"
"19475","20","7"
"19630","19","7"
"19780","22","7"
"19935","20","7"
"20090","20","7"
"20230","20","7"
"20385","18","7"
"20535","22","7"
"20690","21","7"
"20840","17","7"
"20995","19","7"
"21150","19","7"
"21300","20","7"
"21455","19","7"
"21605","14","7"
"21760","20","7"
"21915","17","7"
"22055","19","7"
"22210","19","7"
"22360","19","7"
"22515","14","7"
"22665","17","7"
"22820","18","7"
"22975","18","7"
"23125","13","7"
"23280","17","7"
"23430","13","7"
"23585","16","7"
"23740","19","7"
"23880","18","7"
"24035","18","7"
"24185","19","7"
"24340","20","7"
"24490","15","7"
"24645","18","7"
"24800","20","7"
"24950","17","7"
"25105","18","7"
"25255","15","7"
"25410","19","7"
"25565","17","7"
"25710","18","7"
"25865","14","7"
"26015","18","7"
"26170","18","7"
"26320","13","7"
"26475","17","7"
"26630","13","7"
"26780","17","7"
"26935","17","7"
"27085","14","7"
"27240","17","7"
"27395","18","7"
"27535","14","7"
"27690","18","7"
"27840","17","7"
"27995","18","7"
"28145","14","7"
"28300","15","7"
"28455","22","7"
"28605","25","7"
"28760","21","7"
"28910","21","7"
"29065","21","7"
"29220","21","7"
"29360","20","7"
"29515","22","7"
"29665","21","7"
"29820","20","7"
"29970","20","7"
"30125","20","7"
"30280","17","7"
"30430","19","7"
"30585","22","7"
"30735","20","7"
"30890","20","7"
"31045","18","7"
"31185","19","7"
"31340","19","7"
"31490","15","7"
"31645","18","7"
"31795","19","7"
"31950","18","7"
"32105","19","7"
"32255","19","7"
"32410","14","7"
"32560","18","7"
"32715","17","7"
"32870","14","7"
"33015","17","7"
"33170","17","7"
"33320","13","7"
"33475","17","7"
"33625","17","7"
"33780","16","7"
"33935","18","7"
"34085","20","7"
"34240","19","7"
"34390","19","7"
"34545","19","7"
"34700","19","7"
"34840","18","7"
"34995","18","7"
"35145","14","7"
"35300","20","7"
"35450","18","7"
"35605","18","7"
"35760","18","7"
"35910","14","7"
"36065","17","7"
"36215","14","7"
"36370","17","7"
"36525","17","7"
"36665","14","7"
"36820","18","7"
"36970","17","7"
"37125","13","7"
"37275","16","7"
"37430","19","7"
"37585","13","7"
"37735","17","7"
"37890","18","7"
"38040","14","7"
"38195","16","7"
"38350","21","7"
"38490","24","7"
"38645","23","7"
"38795","21","7"
"38950","23","7"
"39100","21","7"
"39255","19","7"
"39410","19","7"
"39560","21","7"
"39715","19","7"
"39865","20","7"
"40020","18","7"
"40175","19","7"
"40320","19","7"
"40475","22","7"
"40625","20","7"
"40780","19","7"
"40930","18","7"
"41085","19","7"
"41240","15","7"
"41390","18","7"
"41545","17","7"
"41695","19","7"
"41850","19","7"
"42005","19","7"
"42145","14","7"
"42300","19","7"
"42450","18","7"
"42605","13","7"
"42755","17","7"
"42910","18","7"
"43065","13","7"
"43215","17","7"
"43370","17","7"
"43520","12","7"
"43675","18","7"
"43830","19","7"
"43970","17","7"
"44125","20","7"
"44275","14","7"
"44430","18","7"
"44580","19","7"
"44735","18","7"
"44890","15","7"
"45040","16","7"
"45195","18","7"
"45345","20","7"
"45500","18","7"
"45655","13","7"
"45795","18","7"
"45950","18","7"
"46100","13","7"
"46255","17","7"
"46405","18","7"
"46560","13","7"
"46715","17","7"
"46865","18","7"
"47020","14","7"
"47170","18","7"
"47325","17","7"
"47480","14","7"
"47625","18","7"
"47780","17","7"
"47930","14","7"
"48085","16","7"
"48235","16","7"
"48390","22","7"
"48545","26","7"
"48695","21","7"
"48850","21","7"
"49000","21","7"
"49155","19","7"
"49310","20","7"
"49450","22","7"
"49605","23","7"
"49755","19","7"
"49910","19","7"
"50060","16","7"
"50215","18","7"
"50370","24","7"
"50520","20","7"
"50675","16","7"
"50825","17","7"
"50980","18","7"
"51135","19","7"
"51275","19","7"
"51430","13","7"
"51580","18","7"
"51735","19","7"
"51885","18","7"
"52040","15","7"
"52195","17","7"
"52345","18","7"
"52500","19","7"
"52650","14","7"
"52805","17","7"
"52960","13","7"
"53100","18","7"
"53255","15","7"
"53405","13","7"
"53560","16","7"
"53710","13","7"
"53865","18","7"
"54020","19","7"
"54170","18","7"
"54325","20","7"
"54475","19","7"
"54630","16","7"
"140","17","8"
"295","18","8"
"445","17","8"
"600","19","8"
"750","19","8"
"905","13","8"
"1060","19","8"
"1210","18","8"
"1365","13","8"
"1515","18","8"
"1670","17","8"
"1825","13","8"
"1965","18","8"
"2120","17","8"
"2270","12","8"
"2425","18","8"
"2575","18","8"
"2730","13","8"
"2885","18","8"
"3035","17","8"
"3190","13","8"
"3340","18","8"
"3495","17","8"
"3650","13","8"
"3795","19","8"
"3950","24","8"
"4100","22","8"
"4255","21","8"
"4405","26","8"
"4560","21","8"
"4715","20","8"
"4865","20","8"
"5020","21","8"
"5170","20","8"
"5325","20","8"
"5480","19","8"
"5620","19","8"
"5775","26","8"
"5925","21","8"
"6080","19","8"
"6230","20","8"
"6385","18","8"
"6540","15","8"
"6690","18","8"
"6845","17","8"
"6995","19","8"
"7150","19","8"
"7305","16","8"
"7445","18","8"
"7600","17","8"
"7750","18","8"
"7905","19","8"
"8055","13","8"
"8210","18","8"
"8365","18","8"
"8515","14","8"
"8670","16","8"
"8820","17","8"
"8975","13","8"
"9130","18","8"
"9270","19","8"
"9425","19","8"
"9575","20","8"
"9730","19","8"
"9880","14","8"
"10035","18","8"
"10190","19","8"
"10340","18","8"
"10495","18","8"
"10645","13","8"
"10800","19","8"
"10955","18","8"
"11100","15","8"
"11255","17","8"
"11405","17","8"
"11560","14","8"
"11710","17","8"
"11865","17","8"
"12020","23","8"
"12170","24","8"
"12325","21","8"
"12475","19","8"
"12630","19","8"
"12785","15","8"
"12925","19","8"
"13080","16","8"
"13230","12","8"
"13385","14","8"
"13535","11","8"
"13690","10","8"
"13845","26","8"
"13995","21","8"
"14150","20","8"
"14300","19","8"
"14455","20","8"
"14610","19","8"
"14750","20","8"
"14905","20","8"
"15055","21","8"
"15210","19","8"
"15360","20","8"
"15515","18","8"
"15670","19","8"
"15820","23","8"
"15975","19","8"
"16125","20","8"
"16280","18","8"
"16435","19","8"
"16575","18","8"
"16730","18","8"
"16880","19","8"
"17035","19","8"
"17185","15","8"
"17340","17","8"
"17495","20","8"
"17645","18","8"
"17800","20","8"
"17950","18","8"
"18105","14","8"
"18260","17","8"
"18405","13","8"
"18560","17","8"
"18710","17","8"
"18865","12","8"
"19015","18","8"
"19170","18","8"
"19325","19","8"
"19475","20","8"
"19630","19","8"
"19780","17","8"
"19935","17","8"
"20090","16","8"
"20230","18","8"
"20385","20","8"
"20535","18","8"
"20690","15","8"
"20840","18","8"
"20995","19","8"
"21150","17","8"
"21300","14","8"
"21455","17","8"
"21605","18","8"
"21760","14","8"
"21915","20","8"
"22055","19","8"
"22210","19","8"
"22360","17","8"
"22515","20","8"
"22665","17","8"
"22820","14","8"
"22975","19","8"
"23125","17","8"
"23280","14","8"
"23430","18","8"
"23585","13","8"
"23740","10","8"
"23880","21","8"
"24035","20","8"
"24185","19","8"
"24340","20","8"
"24490","19","8"
"24645","21","8"
"24800","20","8"
"24950","20","8"
"25105","19","8"
"25255","19","8"
"25410","20","8"
"25565","18","8"
"25710","23","8"
"25865","18","8"
"26015","18","8"
"26170","21","8"
"26320","18","8"
"26475","18","8"
"26630","16","8"
"26780","16","8"
"26935","19","8"
"27085","19","8"
"27240","19","8"
"27395","20","8"
"27535","18","8"
"27690","14","8"
"27840","19","8"
"27995","18","8"
"28145","18","8"
"28300","14","8"
"28455","17","8"
"28605","18","8"
"28760","14","8"
"28910","17","8"
"29065","17","8"
"29220","19","8"
"29360","20","8"
"29515","15","8"
"29665","19","8"
"29820","18","8"
"29970","21","8"
"30125","17","8"
"30280","15","8"
"30430","18","8"
"30585","18","8"
"30735","19","8"
"30890","18","8"
"31045","18","8"
"31185","13","8"
"31340","18","8"
"31490","14","8"
"31645","17","8"
"31795","17","8"
"31950","20","8"
"32105","20","8"
"32255","19","8"
"32410","14","8"
"32560","18","8"
"32715","19","8"
"32870","17","8"
"33015","14","8"
"33170","17","8"
"33320","18","8"
"33475","13","8"
"33625","18","8"
"33780","11","8"
"33935","17","8"
"34085","20","8"
"34240","20","8"
"34390","21","8"
"34545","21","8"
"34700","21","8"
"34840","21","8"
"34995","19","8"
"35145","20","8"
"35300","19","8"
"35450","16","8"
"35605","20","8"
"35760","24","8"
"35910","19","8"
"36065","19","8"
"36215","21","8"
"36370","20","8"
"36525","20","8"
"36665","18","8"
"36820","17","8"
"36970","18","8"
"37125","18","8"
"37275","18","8"
"37430","19","8"
"37585","19","8"
"37735","14","8"
"37890","18","8"
"38040","18","8"
"38195","18","8"
"38350","14","8"
"38490","17","8"
"38645","18","8"
"38795","14","8"
"38950","17","8"
"39100","17","8"
"39255","19","8"
"39410","20","8"
"39560","19","8"
"39715","16","8"
"39865","19","8"
"40020","18","8"
"40175","18","8"
"40320","18","8"
"40475","20","8"
"40625","18","8"
"40780","14","8"
"40930","18","8"
"41085","17","8"
"41240","14","8"
"41390","19","8"
"41545","17","8"
"41695","14","8"
"41850","18","8"
"42005","19","8"
"42145","20","8"
"42300","20","8"
"42450","18","8"
"42605","19","8"
"42755","18","8"
"42910","14","8"
"43065","18","8"
"43215","17","8"
"43370","13","8"
"43520","17","8"
"43675","17","8"
"43830","18","8"
"43970","20","8"
"44125","19","8"
"44275","21","8"
"44430","19","8"
"44580","20","8"
"44735","20","8"
"44890","20","8"
"45040","20","8"
"45195","18","8"
"45345","20","8"
"45500","17","8"
"45655","22","8"
"45795","20","8"
"45950","18","8"
"46100","19","8"
"46255","19","8"
"46405","14","8"
"46560","20","8"
"46715","17","8"
"46865","19","8"
"47020","19","8"
"47170","13","8"
"47325","19","8"
"47480","19","8"
"47625","19","8"
"47780","20","8"
"47930","13","8"
"48085","18","8"
"48235","17","8"
"48390","18","8"
"48545","13","8"
"48695","18","8"
"48850","17","8"
"49000","14","8"
"49155","18","8"
"49310","20","8"
"49450","20","8"
"49605","19","8"
"49755","18","8"
"49910","19","8"
"50060","18","8"
"50215","14","8"
"50370","18","8"
"50520","19","8"
"50675","19","8"
"50825","18","8"
"50980","14","8"
"51135","17","8"
"51275","18","8"
"51430","14","8"
"51580","19","8"
"51735","15","8"
"51885","19","8"
"52040","19","8"
"52195","15","8"
"52345","18","8"
"52500","18","8"
"52650","17","8"
"52805","13","8"
"52960","18","8"
"53100","18","8"
"53255","13","8"
"53405","18","8"
"53560","13","8"
"53710","18","8"
"53865","17","8"
"54020","19","8"
"54170","19","8"
"54325","20","8"
"54475","19","8"
"54630","20","8"
